@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute class {'1','2','3','4'}
@data
-0.663352,-0.287625,0.768367,-0.560987,-0.079619,-0.054551,1.069463,-0.198605,'1'
1.070236,0.466304,-0.936279,1.299984,-0.079619,-0.054551,-0.014377,-0.558648,'3'
0.887753,0.466304,0.281325,0.584226,-0.079619,-0.054551,0.527543,-0.558648,'3'
-0.57211,0.560545,-1.423321,-0.417836,-0.079619,-0.054551,0.166263,-0.558648,'2'
0.522787,-1.607,0.890128,0.942105,-0.079619,-0.054551,-0.556297,0.791513,'4'
-0.480869,-2.266688,-2.032124,-0.704139,-0.079619,-0.054551,-0.014377,-0.558648,'2'
0.06658,-0.853071,0.037804,-0.34626,-0.079619,-0.054551,0.346903,-0.018584,'1'
-0.57211,0.466304,-0.692759,-0.847291,-0.079619,-0.054551,0.346903,3.401824,'2'
-0.207145,-0.193384,0.524846,1.228408,-0.079619,-0.054551,0.888823,0.881523,'4'
0.796511,-0.004901,0.890128,0.083195,-0.079619,-0.054551,0.166263,-0.558648,'1'
1.526443,1.031751,0.646607,-0.203108,-0.079619,-0.054551,-0.736937,-0.558648,'1'
1.526443,0.749027,0.646607,-0.274684,-0.079619,-0.054551,-0.917577,-0.558648,'1'
1.708926,1.314474,-0.205717,-1.133594,-0.079619,-0.054551,-0.195017,-0.558648,'1'
0.522787,-0.381866,0.037804,0.51265,-0.079619,-0.054551,0.888823,-0.558648,'1'
-0.845835,0.08934,0.281325,-0.489412,-0.079619,-0.054551,-0.014377,-0.558648,'1'
-0.207145,0.937509,-0.327477,2.946227,-0.079619,-0.054551,0.346903,-0.558648,'3'
-0.389628,-1.230036,0.159565,1.87259,-0.079619,-0.054551,0.708183,-0.558648,'3'
-0.937076,-1.512759,-0.449238,-0.560987,-0.079619,-0.054551,-0.917577,-0.288616,'4'
0.06658,-0.476107,0.037804,0.441074,-0.079619,-0.054551,0.346903,1.331577,'4'
-0.57211,-0.193384,1.011888,-0.489412,-0.079619,-0.054551,1.430743,-0.108594,'4'
0.614028,-0.004901,-0.814519,-1.276745,-0.079619,-0.054551,0.346903,-0.108594,'1'
1.161477,-0.099143,-0.692759,-0.274684,-0.079619,-0.054551,0.166263,0.071427,'1'
-1.210801,-0.193384,0.768367,-1.20517,-0.079619,-0.054551,0.888823,-0.558648,'1'
0.06658,0.560545,0.524846,-0.990442,-0.079619,-0.054551,0.166263,-0.558648,'1'
-0.024662,-0.853071,1.011888,-0.775715,-0.079619,-0.054551,1.250103,-0.558648,'1'
0.06658,-0.570348,0.159565,-0.131533,-0.079619,-0.054551,1.069463,-0.558648,'1'
0.978994,0.277822,-0.205717,0.083195,-0.079619,-0.054551,1.250103,0.071427,'1'
1.161477,0.183581,-0.814519,2.516772,-0.079619,-0.054551,-0.556297,-0.558648,'3'
-0.207145,0.654786,0.403086,2.874651,-0.079619,-0.054551,-0.556297,-0.558648,'3'
-0.115903,0.08934,0.890128,-0.203108,-0.079619,-0.054551,-1.098217,-0.558648,'3'
0.157821,-0.570348,0.646607,2.087318,-0.079619,-0.054551,-1.459498,-0.288616,'3'
1.435201,0.466304,0.403086,1.01368,-0.079619,-0.054551,-0.014377,-0.558648,'3'
0.249063,0.560545,0.281325,2.015742,-0.079619,-0.054551,0.166263,-0.108594,'3'
1.435201,0.843268,1.011888,1.01368,-0.079619,-0.054551,-2.182058,-0.558648,'3'
-0.389628,0.843268,0.037804,1.657863,-0.079619,-0.054551,-0.375657,-0.558648,'3'
0.06658,-0.287625,0.524846,1.729439,-0.079619,-0.054551,0.527543,-0.558648,'3'
0.249063,0.937509,-0.570998,1.443135,-0.079619,-0.054551,-0.736937,-0.558648,'3'
0.340304,0.560545,1.133648,2.230469,-0.079619,-0.054551,1.430743,-0.558648,'3'
0.614028,0.372063,1.49893,0.798953,-0.079619,-0.054551,-0.736937,-0.558648,'3'
1.800167,1.314474,-1.301561,1.228408,-0.079619,21.5457,-0.014377,-0.558648,'3'
-1.758249,0.937509,-3.61501,-0.918866,-0.079619,-0.054551,0.166263,-0.558648,'2'
-0.754593,-0.381866,-1.910363,-0.704139,-0.079619,-0.054551,0.888823,-0.558648,'2'
0.249063,0.372063,1.011888,0.297922,-0.079619,-0.054551,0.166263,0.611491,'4'
-0.480869,-0.099143,0.159565,1.085256,-0.079619,-0.054551,0.527543,0.341459,'1'
-1.028318,-0.193384,1.377169,1.443135,-0.079619,-0.054551,0.166263,0.43147,'1'
-0.115903,-0.947312,-0.449238,-0.274684,-0.079619,-0.054551,0.346903,-0.108594,'3'
-0.663352,-0.287625,0.646607,-0.417836,-0.079619,-0.054551,-0.917577,-0.558648,'1'
-1.302042,-0.476107,1.62069,-0.704139,-0.079619,-0.054551,0.346903,2.141674,'4'
0.157821,1.220233,-0.205717,-0.059957,-0.079619,-0.054551,-0.014377,-0.018584,'1'
-0.845835,0.183581,-1.666842,0.011619,-0.079619,-0.054551,-1.278857,-0.558648,'2'
1.252718,2.256885,-1.423321,0.51265,-0.079619,-0.054551,1.430743,-0.558648,'3'
2.803823,2.539608,-1.301561,0.154771,-0.079619,-0.054551,0.527543,-0.558648,'3'
1.526443,0.843268,0.768367,0.083195,-0.079619,-0.054551,-2.362698,-0.558648,'1'
-1.028318,0.937509,-1.910363,-0.131533,-0.079619,-0.054551,-1.098217,-0.558648,'2'
-1.028318,-0.476107,-1.423321,-0.990442,-0.079619,-0.054551,-0.195017,-0.558648,'2'
-0.024662,0.372063,-0.083956,1.01368,-0.079619,-0.054551,-1.640138,-0.558648,'1'
0.06658,-2.360929,0.768367,0.083195,-0.079619,-0.054551,-0.375657,1.69162,'4'
-0.024662,-0.853071,0.524846,-0.131533,-0.079619,-0.054551,-0.556297,-0.558648,'1'
-0.298386,1.031751,-1.788603,-0.704139,-0.079619,-0.054551,0.346903,-0.558648,'2'
-0.480869,-1.230036,0.403086,-0.560987,-0.079619,-0.054551,1.069463,-0.558648,'1'
-1.575766,0.749027,0.524846,-0.560987,-0.079619,-0.054551,-0.014377,-0.558648,'1'
1.617684,1.597197,0.159565,-0.704139,-0.079619,-0.054551,1.792023,-0.558648,'1'
-1.849491,1.125992,-0.327477,-0.203108,-0.079619,-0.054551,0.888823,-0.558648,'1'
-0.298386,0.372063,-1.1798,-0.203108,-0.079619,-0.054551,0.166263,-0.558648,'4'
-1.575766,-1.512759,0.768367,-0.489412,-0.079619,-0.054551,-0.375657,2.411706,'4'
-0.663352,-0.381866,-0.205717,1.514711,-0.079619,-0.054551,-0.195017,-0.108594,'4'
-0.207145,0.277822,-0.083956,-0.704139,-0.079619,-0.054551,0.346903,6.462188,'4'
-0.207145,-0.287625,-0.083956,2.445197,-0.079619,-0.054551,-0.195017,-0.558648,'3'
1.070236,1.785679,0.646607,1.085256,-0.079619,-0.054551,-0.556297,-0.558648,'3'
-0.024662,-0.099143,0.768367,1.586287,-0.079619,-0.054551,-0.375657,-0.558648,'3'
-1.119559,0.372063,-0.327477,-0.274684,-0.079619,-0.054551,-4.349738,-0.558648,'3'
-0.024662,-0.664589,1.864211,0.011619,-0.079619,-0.054551,0.527543,-0.558648,'3'
1.526443,1.314474,-2.640926,0.154771,-0.079619,-0.054551,0.166263,-0.558648,'3'
0.70527,0.466304,0.524846,1.443135,-0.079619,-0.054551,0.346903,-0.558648,'3'
1.800167,1.314474,0.403086,1.228408,-0.079619,-0.054551,0.527543,-0.558648,'3'
1.070236,1.125992,-0.205717,1.228408,-0.079619,-0.054551,0.527543,0.251448,'3'
0.614028,0.654786,-2.032124,0.369498,-0.079619,-0.054551,0.708183,-0.558648,'2'
0.978994,1.314474,0.403086,-0.632563,-0.079619,-0.054551,-0.375657,-0.558648,'3'
-0.663352,-0.947312,0.281325,-0.704139,-0.079619,-0.054551,0.346903,-0.108594,'4'
-0.115903,2.162644,-0.327477,1.944166,-0.079619,-0.054551,0.527543,-0.558648,'3'
0.522787,0.277822,0.524846,-1.491473,-0.079619,-0.054551,-0.917577,-0.288616,'4'
-0.57211,-0.75883,1.011888,1.514711,-0.079619,-0.054551,-0.375657,1.331577,'1'
0.249063,1.502956,0.768367,-0.775715,-0.079619,-0.054551,-0.556297,-0.558648,'1'
-0.663352,1.314474,0.159565,0.369498,-0.079619,-0.054551,-0.195017,0.251448,'1'
1.161477,0.183581,0.768367,-0.059957,-0.079619,-0.054551,-1.640138,-0.198605,'1'
1.34396,0.277822,0.159565,1.156832,-0.079619,-0.054551,0.708183,-0.108594,'4'
-1.119559,0.937509,0.403086,-0.704139,-0.079619,-0.054551,0.166263,-0.558648,'4'
-1.210801,0.560545,-0.083956,-0.34626,-0.079619,-0.054551,0.708183,0.251448,'1'
-0.754593,0.937509,-0.083956,0.011619,-0.079619,-0.054551,0.708183,2.771749,'2'
0.06658,0.560545,-0.083956,-0.632563,-0.079619,-0.054551,0.527543,-0.558648,'4'
-1.667008,-1.512759,0.890128,-0.775715,-0.079619,-0.054551,-0.014377,0.161438,'1'
-0.024662,-1.512759,1.62069,0.297922,-0.079619,-0.054551,2.333943,-0.558648,'4'
-0.754593,-0.099143,0.646607,-0.704139,-0.079619,-0.054551,-0.556297,-0.558648,'1'
0.978994,-0.004901,0.037804,1.514711,-0.079619,-0.054551,0.888823,-0.558648,'4'
1.526443,1.125992,0.768367,-0.489412,-0.079619,-0.054551,-1.278857,-0.558648,'4'
-0.937076,-0.193384,-1.301561,0.083195,-0.079619,-0.054551,-0.917577,-0.558648,'4'
-0.389628,0.843268,0.281325,-0.704139,-0.079619,-0.054551,0.708183,-0.558648,'1'
-1.758249,-1.041553,1.255409,-1.20517,-0.079619,-0.054551,0.346903,2.411706,'4'
1.070236,-0.004901,-0.083956,-0.847291,-0.079619,-0.054551,-0.917577,-0.288616,'1'
-0.754593,0.654786,-0.327477,0.369498,-0.079619,-0.054551,0.708183,0.071427,'1'
-1.940732,-1.135794,-0.449238,0.584226,-0.079619,-0.054551,0.527543,3.941888,'4'
0.340304,-1.324277,-0.083956,-0.489412,-0.079619,-0.054551,-0.014377,-0.558648,'4'
0.978994,0.183581,-0.083956,-0.990442,-0.079619,-0.054551,-0.375657,-0.288616,'4'
-0.298386,-0.853071,0.281325,-0.847291,-0.079619,-0.054551,0.708183,1.421588,'1'
-0.57211,-0.853071,-0.814519,0.584226,-0.079619,-0.054551,-0.375657,1.061545,'4'
-0.207145,-0.476107,0.037804,-0.131533,-0.079619,-0.054551,0.708183,0.43147,'1'
-1.028318,1.87992,-0.570998,-0.704139,-0.079619,-0.054551,0.527543,-0.018584,'4'
-0.480869,-1.607,-0.083956,-0.775715,-0.079619,-0.054551,0.527543,-0.558648,'4'
-0.480869,-0.476107,0.646607,-1.133594,-0.079619,-0.054551,-0.195017,-0.558648,'1'
1.800167,2.162644,0.159565,2.803076,-0.079619,-0.054551,0.527543,0.701502,'4'
0.157821,-0.099143,0.281325,-0.704139,-0.079619,-0.054551,-0.375657,-0.108594,'4'
2.165133,1.031751,-0.327477,1.228408,-0.079619,-0.054551,1.611383,-0.558648,'3'
-0.663352,-0.570348,2.473014,-0.34626,-0.079619,-0.054551,0.708183,0.341459,'1'
0.614028,0.08934,-0.205717,-0.417836,-0.079619,-0.054551,0.346903,-0.558648,'1'
-0.480869,0.277822,-0.083956,-0.990442,-0.079619,-0.054551,0.346903,1.601609,'4'
0.887753,0.277822,0.281325,-0.560987,-0.079619,-0.054551,1.069463,-0.288616,'4'
-1.119559,-0.287625,-0.936279,-1.062018,-0.079619,-0.054551,1.069463,-0.558648,'2'
-0.480869,-0.570348,-1.05804,-0.417836,-0.079619,-0.054551,-0.195017,-0.558648,'2'
-1.940732,0.183581,-2.153884,0.154771,-0.079619,-0.054551,0.166263,-0.558648,'2'
-0.754593,-0.570348,-1.545082,1.01368,-0.079619,-0.054551,-0.195017,1.69162,'2'
-1.940732,-0.381866,-2.519166,-1.062018,-0.079619,-0.054551,0.166263,1.69162,'2'
-1.484525,-0.381866,0.281325,-0.203108,-0.079619,-0.054551,0.166263,0.341459,'4'
0.06658,1.220233,-0.814519,-0.417836,-0.079619,-0.054551,-0.556297,-0.558648,'1'
1.708926,-0.287625,-0.083956,-0.203108,-0.079619,-0.054551,-0.195017,-0.558648,'1'
-2.396939,-0.664589,0.524846,-1.062018,-0.079619,-0.054551,-0.014377,-0.108594,'1'
-0.845835,1.87992,-0.814519,1.371559,-0.079619,-0.054551,0.527543,-0.558648,'3'
-1.484525,-1.607,0.646607,0.51265,-0.079619,-0.054551,0.346903,0.43147,'4'
0.157821,-1.607,-0.205717,0.655801,-0.079619,-0.054551,0.166263,0.071427,'4'
-0.845835,-1.041553,0.646607,-0.34626,-0.079619,-0.054551,-0.195017,-0.558648,'4'
-0.754593,-0.75883,0.281325,2.946227,-0.079619,-0.054551,-0.556297,-0.558648,'1'
-2.123215,-1.324277,2.229493,-0.560987,-0.079619,-0.054551,0.346903,-0.558648,'1'
0.157821,-0.476107,0.037804,-0.918866,-0.079619,-0.054551,-0.556297,-0.558648,'1'
0.614028,-0.947312,0.159565,-0.560987,-0.079619,-0.054551,-0.375657,-0.558648,'1'
-0.389628,0.843268,0.281325,1.944166,-0.079619,-0.054551,0.527543,-0.288616,'1'
0.06658,1.502956,1.255409,-0.203108,-0.079619,-0.054551,1.792023,-0.558648,'1'
-1.484525,0.654786,0.159565,-0.632563,-0.079619,-0.054551,0.346903,-0.558648,'1'
-1.393283,0.843268,-0.083956,-0.775715,-0.079619,-0.054551,0.527543,-0.558648,'1'
-1.393283,-0.570348,0.159565,-0.131533,-0.079619,-0.054551,1.792023,-0.558648,'1'
1.070236,0.183581,0.159565,0.154771,-0.079619,-0.054551,0.888823,-0.288616,'1'
-0.937076,-0.570348,0.037804,-1.062018,-0.079619,-0.054551,1.250103,-0.558648,'1'
1.252718,2.256885,-2.397405,0.51265,-0.079619,-0.054551,1.069463,-0.558648,'3'
-0.298386,-0.570348,1.133648,-0.34626,-0.079619,-0.054551,1.250103,-0.558648,'1'
0.431545,0.277822,0.037804,2.015742,-0.079619,-0.054551,0.888823,-0.108594,'3'
1.435201,0.749027,-0.692759,2.302045,-0.079619,-0.054551,0.166263,-0.558648,'3'
0.431545,0.749027,0.403086,1.944166,-0.079619,-0.054551,-0.917577,-0.558648,'3'
0.978994,0.937509,0.890128,1.657863,-0.079619,-0.054551,-0.195017,-0.198605,'3'
2.256374,1.314474,-2.032124,0.226347,-0.079619,-0.054551,1.069463,-0.018584,'3'
2.256374,1.220233,-1.666842,0.297922,-0.079619,-0.054551,1.250103,-0.558648,'3'
-0.115903,-0.476107,-1.545082,0.51265,-0.079619,-0.054551,-0.375657,-0.018584,'3'
0.887753,0.843268,-0.814519,0.798953,-0.079619,-0.054551,0.346903,-0.288616,'3'
-0.480869,-1.607,1.377169,-0.990442,-0.079619,-0.054551,-1.820778,-0.558648,'3'
0.157821,-0.193384,-0.692759,1.371559,-0.079619,-0.054551,0.346903,-0.558648,'3'
-0.480869,0.937509,-1.1798,2.803076,-0.079619,-0.054551,-0.736937,-0.198605,'3'
1.070236,1.220233,-2.032124,-0.274684,-0.079619,-0.054551,0.166263,-0.558648,'3'
0.431545,2.72809,-1.545082,0.584226,-0.079619,-0.054551,0.166263,-0.558648,'3'
0.249063,0.372063,1.133648,1.801014,-0.079619,-0.054551,-0.375657,-0.558648,'3'
0.157821,1.125992,-0.936279,2.158893,-0.079619,-0.054551,-2.543338,-0.558648,'3'
0.249063,-0.664589,-0.814519,1.729439,-0.079619,-0.054551,-1.459498,-0.558648,'3'
0.249063,-0.75883,0.646607,3.160955,-0.079619,-0.054551,-0.014377,-0.558648,'3'
-0.937076,0.937509,-0.814519,1.801014,-0.079619,-0.054551,-1.098217,-0.558648,'3'
0.70527,-0.287625,-0.692759,2.015742,-0.079619,-0.054551,-0.014377,-0.558648,'3'
1.800167,1.87992,-0.570998,0.226347,-0.079619,-0.054551,-0.736937,-0.558648,'3'
0.522787,0.277822,-0.570998,0.154771,-0.079619,-0.054551,-0.375657,-0.558648,'1'
-1.119559,1.691438,-0.205717,-0.34626,-0.079619,-0.054551,0.708183,-0.288616,'1'
0.431545,-0.75883,1.133648,-0.990442,-0.079619,-0.054551,0.888823,-0.558648,'1'
-0.024662,-0.193384,1.011888,1.657863,-0.079619,-0.054551,1.069463,-0.558648,'3'
-0.024662,0.560545,-1.666842,-0.847291,-0.079619,-0.054551,-0.014377,-0.558648,'2'
0.796511,0.372063,-0.327477,-0.632563,-0.079619,-0.054551,-0.736937,-0.558648,'4'
0.887753,-0.664589,1.011888,-0.131533,-0.079619,-0.054551,-1.820778,-0.558648,'1'
0.796511,-0.664589,0.890128,-0.34626,-0.079619,-0.054551,-1.459498,-0.558648,'1'
0.978994,0.749027,-0.692759,-0.990442,-0.079619,-0.054551,0.166263,-0.558648,'4'
0.522787,-0.947312,1.864211,-0.059957,-0.079619,-0.054551,-1.278857,-0.558648,'4'
-1.210801,-1.135794,0.403086,-1.062018,-0.079619,-0.054551,-2.543338,-0.648659,'4'
-0.57211,-0.287625,0.281325,-0.632563,-0.079619,-0.054551,0.166263,-0.288616,'4'
-1.484525,-0.193384,0.403086,1.87259,-0.079619,-0.054551,-0.014377,0.521481,'4'
-1.028318,-1.041553,-2.153884,-0.847291,-0.079619,-0.054551,1.250103,0.251448,'2'
-0.57211,0.277822,0.890128,-0.775715,-0.079619,-0.054551,-0.917577,-0.108594,'1'
-0.845835,0.277822,2.960055,-0.632563,-0.079619,-0.054551,0.888823,-0.558648,'1'
0.522787,-0.381866,0.037804,0.51265,-0.079619,-0.054551,0.346903,-0.558648,'3'
-0.115903,0.560545,2.473014,-0.775715,-0.079619,-0.054551,1.611383,-0.558648,'3'
-0.663352,0.749027,-0.327477,-0.847291,-0.079619,-0.054551,-0.556297,-0.558648,'3'
0.522787,0.466304,1.133648,-0.918866,-0.079619,-0.054551,-0.195017,-0.558648,'3'
-0.480869,0.843268,2.594774,-0.274684,-0.079619,-0.054551,1.250103,-0.558648,'3'
-0.207145,-1.983964,0.768367,0.727377,-0.079619,-0.054551,0.346903,-0.918691,'1'
-2.488181,-2.078205,0.159565,-0.847291,-0.079619,-0.054551,0.527543,1.421588,'1'
0.340304,0.466304,0.524846,-0.847291,-0.079619,-0.054551,0.166263,-0.558648,'1'
-0.298386,1.87992,-0.692759,1.801014,-0.079619,-0.054551,0.346903,1.151556,'3'
-1.849491,-0.853071,1.864211,-1.062018,-0.079619,-0.054551,-1.098217,-0.558648,'3'
0.70527,-0.570348,-2.032124,0.297922,-0.079619,-0.054551,0.346903,-0.558648,'2'
-1.210801,-0.570348,-2.519166,-0.203108,-0.079619,-0.054551,0.527543,-0.558648,'2'
1.070236,0.937509,0.646607,-0.34626,-0.079619,-0.054551,0.708183,0.43147,'4'
-0.754593,-1.889723,-0.570998,-0.990442,-0.079619,-0.054551,-1.640138,-0.558648,'4'
0.796511,-0.476107,0.403086,-0.704139,-0.079619,-0.054551,-0.014377,-0.558648,'4'
-1.849491,-1.135794,1.133648,0.51265,-0.079619,-0.054551,-2.362698,0.251448,'4'
-1.119559,-0.75883,1.011888,-0.274684,-0.079619,-0.054551,-0.556297,0.791513,'4'
-0.480869,-1.512759,-0.083956,-0.34626,-0.079619,-0.054551,0.166263,-0.558648,'4'
-2.214456,-2.643652,0.281325,-0.417836,-0.079619,-0.054551,-1.098217,-0.558648,'4'
0.70527,0.560545,0.646607,-0.274684,-0.079619,-0.054551,-0.014377,0.791513,'4'
-1.028318,-2.266688,-0.205717,-0.704139,-0.079619,-0.054551,0.166263,-0.558648,'4'
-0.845835,-0.004901,1.011888,-0.274684,-0.079619,-0.054551,-0.736937,-0.558648,'1'
2.986306,-0.193384,-0.083956,-0.775715,-0.079619,-0.054551,0.527543,-0.558648,'1'
1.161477,0.749027,-0.449238,-0.417836,-0.079619,-0.054551,-0.014377,0.881523,'4'
-0.57211,-2.266688,0.403086,0.011619,-0.079619,-0.054551,-1.640138,-0.558648,'4'
-0.024662,1.597197,0.403086,2.588348,-0.079619,-0.054551,0.527543,0.701502,'3'
-0.389628,-0.853071,0.403086,-0.847291,-0.079619,-0.054551,-0.556297,-0.558648,'4'
0.249063,0.277822,0.159565,-1.20517,-0.079619,-0.054551,-0.375657,-0.288616,'4'
0.522787,1.220233,0.159565,-0.34626,-0.079619,-0.054551,0.888823,0.161438,'4'
-0.115903,-1.230036,0.281325,-0.704139,-0.079619,-0.054551,0.166263,0.071427,'1'
-0.115903,-0.476107,-0.205717,3.805137,-0.079619,-0.054551,-0.195017,3.131792,'4'
0.340304,0.654786,-1.910363,-0.704139,-0.079619,-0.054551,0.166263,1.69162,'2'
0.796511,0.372063,0.524846,-0.489412,-0.079619,-0.054551,0.708183,-0.558648,'1'
1.252718,-1.701241,1.011888,-0.990442,-0.079619,-0.054551,-0.195017,-0.108594,'4'
-0.937076,0.466304,-0.570998,-0.203108,-0.079619,-0.054551,-0.556297,-0.558648,'4'
-0.754593,-0.287625,0.281325,-0.560987,-0.079619,-0.054551,0.708183,-0.558648,'1'
0.431545,0.560545,-0.083956,-0.34626,-0.079619,-0.054551,-0.375657,0.161438,'1'
-1.119559,-0.853071,0.768367,-1.062018,-0.079619,-0.054551,-0.375657,-0.558648,'4'
-1.028318,0.08934,-2.519166,-0.274684,-0.079619,-0.054551,0.346903,0.251448,'2'
0.70527,-0.193384,0.281325,-1.062018,-0.079619,-0.054551,0.346903,1.781631,'1'
-0.207145,0.749027,0.403086,0.441074,-0.079619,-0.054551,1.250103,-0.558648,'1'
-0.207145,0.749027,0.281325,0.441074,-0.079619,-0.054551,1.250103,-0.558648,'1'
-1.667008,-0.476107,-1.301561,-0.775715,-0.079619,-0.054551,0.527543,-0.558648,'2'
0.431545,2.539608,-1.666842,-0.847291,-0.079619,-0.054551,-0.736937,-0.558648,'2'
0.978994,1.125992,-0.936279,-0.990442,-0.079619,-0.054551,0.888823,-0.558648,'2'
0.614028,1.597197,-0.205717,0.584226,-0.079619,-0.054551,0.346903,-0.558648,'1'
1.070236,0.937509,-0.570998,-0.489412,-0.079619,-0.054551,1.069463,-0.108594,'1'
0.70527,0.749027,-0.692759,-0.847291,-0.079619,-0.054551,0.708183,-0.558648,'1'
1.435201,1.220233,-1.1798,-0.274684,-0.079619,-0.054551,0.166263,-0.558648,'2'
0.978994,0.466304,-1.545082,-0.560987,-0.079619,-0.054551,0.346903,-0.558648,'2'
-1.028318,-0.193384,-0.936279,-0.489412,-0.079619,-0.054551,-0.375657,-0.558648,'2'
-1.393283,-0.099143,0.524846,-0.990442,-0.079619,-0.054551,0.346903,-0.558648,'1'
1.34396,0.937509,-0.570998,-0.918866,-0.079619,-0.054551,0.527543,-0.558648,'1'
0.522787,1.87992,-1.05804,-0.489412,-0.079619,-0.054551,0.527543,-0.558648,'2'
0.70527,-0.193384,-0.570998,0.369498,-0.079619,-0.054551,1.430743,1.781631,'4'
-1.119559,1.125992,-0.449238,-0.918866,-0.079619,-0.054551,0.346903,1.331577,'4'
-1.119559,-0.193384,-0.205717,-0.775715,12.549932,-0.054551,0.888823,0.611491,'1'
-0.389628,0.277822,-0.327477,-0.847291,-0.079619,-0.054551,-0.014377,-0.558648,'1'
0.887753,1.220233,-0.692759,0.011619,-0.079619,-0.054551,-0.014377,-0.558648,'1'
1.435201,1.314474,-1.05804,-0.990442,-0.079619,-0.054551,0.346903,-0.288616,'1'
-2.031974,-0.75883,0.037804,-0.560987,-0.079619,-0.054551,-0.014377,-0.108594,'1'
0.796511,1.314474,0.281325,-0.131533,-0.079619,-0.054551,1.250103,-0.558648,'1'
0.978994,1.125992,0.037804,-0.131533,-0.079619,-0.054551,0.527543,-0.558648,'1'
2.165133,1.031751,0.281325,-0.775715,-0.079619,-0.054551,-0.195017,0.43147,'1'
-0.115903,-1.230036,-2.153884,-0.632563,-0.079619,-0.054551,0.888823,-0.558648,'2'
0.614028,0.654786,-1.05804,-0.274684,-0.079619,-0.054551,-0.375657,-0.558648,'2'
-0.754593,-0.381866,-2.762686,-0.990442,-0.079619,-0.054551,-0.736937,-0.108594,'2'
